alert_sk,sensor_id,sensor_name,equipment_name,process_area,kpi_date,avg_reading,stddev_reading,min_reading,max_reading,total_readings,stability_level,signal_quality,coefficient_of_variation,has_outlier,expected_lower,expected_upper,range_violated,prev_stddev,volatility_trend,spike_status,alert_severity
f265c6f674bdfff125f5699bcc55f2b3,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-30,6499.6,4.37,6492.48,6506.89,8621,STABLE,CLEAN,0.0007,False,6495.23,6503.97,True,4.3,STEADY,NORMAL,OK
cd33b022d1cdce539100e0f45b3bec6c,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-01,6499.61,4.81,6490.78,6516.01,12806,STABLE,CLEAN,0.0007,True,6494.8,6504.42,True,4.37,INCREASING,NORMAL,WARNING
c51e1175caf45233d37fcd5a0a640876,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-02,6500.03,4.3,6492.4,6507.3,13582,STABLE,CLEAN,0.0007,False,6495.73,6504.33,True,4.81,IMPROVING,SPIKE,OK
fa980c6defc259cbf6e2d7c8aa906221,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-03,6500.73,4.65,6493.06,6509.57,8034,STABLE,CLEAN,0.0007,False,6496.08,6505.38,True,4.3,STEADY,NORMAL,OK
02b41c1679ccd252813de02af1db6dfa,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-04,6499.51,3.5,6493.43,6505.9,12861,STABLE,CLEAN,0.0005,False,6496.01,6503.01,True,4.65,IMPROVING,NORMAL,OK
c3a2368e89db0662ec9cf8b78a15ec22,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-05,6500.15,4.22,6492.03,6508.03,8214,STABLE,CLEAN,0.0006,False,6495.93,6504.37,True,3.5,INCREASING,NORMAL,OK
55e751a0821e82060f46f8c668f5b451,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-06,6499.6,4.02,6493.01,6506.12,12200,STABLE,CLEAN,0.0006,False,6495.58,6503.62,True,4.22,STEADY,NORMAL,OK
a7361ed2e6680e44ef51d09f43754a0a,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-07,6500.64,4.21,6493.68,6508.25,15425,STABLE,CLEAN,0.0006,False,6496.43,6504.85,True,4.02,STEADY,NORMAL,OK
3875d282c5c45fd1a72a47b01e7098aa,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-08,6500.15,3.84,6492.92,6506.67,12887,STABLE,CLEAN,0.0006,False,6496.31,6503.99,True,4.21,STEADY,NORMAL,OK
042a8370f19427da9668d3fb4f5047dd,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-09,6500.14,4.11,6493.29,6507.69,8103,STABLE,CLEAN,0.0006,False,6496.03,6504.25,True,3.84,STEADY,NORMAL,OK
8632fb560e40896818c087f8c46fc168,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-10,6501.6,3.89,6495.15,6507.97,9344,STABLE,CLEAN,0.0006,False,6497.71,6505.49,True,4.11,STEADY,NORMAL,OK
b3ada877b497cf2607957777c2185d86,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-11,6500.33,4.27,6492.16,6507.65,11514,STABLE,CLEAN,0.0007,False,6496.06,6504.6,True,3.89,STEADY,NORMAL,OK
0d2b93069dc3c87d52add21e9c8d73a1,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-12,6499.29,4.43,6490.96,6506.9,14293,STABLE,CLEAN,0.0007,False,6494.86,6503.72,True,4.27,STEADY,NORMAL,OK
82d912218154035105056bca32b75ae8,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-13,6498.94,4.35,6491.25,6513.39,10399,STABLE,CLEAN,0.0007,True,6494.59,6503.29,True,4.43,STEADY,NORMAL,WARNING
77f700cafcc939bb897a4ada17293270,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-14,6500.34,4.28,6492.46,6507.3,14478,STABLE,CLEAN,0.0007,False,6496.06,6504.62,True,4.35,STEADY,NORMAL,OK
49bb8f6e9d894a25997c1ddf26650a4b,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-15,6499.18,3.43,6492.78,6504.9,10469,STABLE,CLEAN,0.0005,False,6495.75,6502.61,True,4.28,IMPROVING,NORMAL,OK
b5dc4d0a49547101c42b0245b125d01b,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-16,6499.22,3.92,6491.99,6506.46,15506,STABLE,CLEAN,0.0006,False,6495.3,6503.14,True,3.43,INCREASING,NORMAL,OK
e1ecdceee1f00624600bede480218dd4,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-17,6499.82,4.44,6491.68,6511.3,15677,STABLE,CLEAN,0.0007,True,6495.38,6504.26,True,3.92,INCREASING,NORMAL,WARNING
b103ddbebddcc0892ecf657f3b8081a0,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-18,6500.02,3.98,6493.54,6506.97,9280,STABLE,CLEAN,0.0006,False,6496.04,6504.0,True,4.44,IMPROVING,NORMAL,OK
f92253bf6b1b9b3861b049ab2292bc60,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-19,6499.21,4.48,6491.27,6507.15,9525,STABLE,CLEAN,0.0007,False,6494.73,6503.69,True,3.98,INCREASING,NORMAL,OK
d5a473656a998b66ccf69e5a09143010,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-20,6498.89,4.1,6491.87,6506.81,15653,STABLE,CLEAN,0.0006,False,6494.79,6502.99,True,4.48,STEADY,NORMAL,OK
e56af3c81d2ff8b0f312c84fe7e76056,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-21,6499.22,4.25,6492.39,6506.11,11975,STABLE,CLEAN,0.0007,False,6494.97,6503.47,True,4.1,STEADY,NORMAL,OK
7d7faaef6699ccd3da44d43408ffa271,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-22,6499.71,4.22,6492.53,6507.37,8929,STABLE,CLEAN,0.0006,False,6495.49,6503.93,True,4.25,STEADY,NORMAL,OK
cdfb84b0b01f2d5fa0224985aa41c94a,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-23,6500.67,3.66,6494.8,6506.92,15467,STABLE,CLEAN,0.0006,False,6497.01,6504.33,True,4.22,IMPROVING,NORMAL,OK
e9efdfea9da2a9374b400d541e090ada,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-24,6499.19,4.35,6490.94,6506.77,9134,STABLE,CLEAN,0.0007,False,6494.84,6503.54,True,3.66,INCREASING,NORMAL,OK
a043b4ce0f43eb2c49651baaa6d7ff80,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-25,6500.58,3.85,6494.09,6506.78,14410,STABLE,CLEAN,0.0006,False,6496.73,6504.43,True,4.35,IMPROVING,NORMAL,OK
f9c0d8c882beba49a58d21c7b7202937,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-26,6500.06,3.56,6493.94,6506.41,10671,STABLE,CLEAN,0.0005,False,6496.5,6503.62,True,3.85,STEADY,NORMAL,OK
c13009b4e500dca96dd228d1a3db8356,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-27,6498.35,3.98,6490.87,6505.66,12197,STABLE,CLEAN,0.0006,False,6494.37,6502.33,True,3.56,INCREASING,NORMAL,OK
d55ed1f3750af4e45f0cb80815976b58,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-28,6499.77,3.23,6494.23,6504.99,10635,STABLE,CLEAN,0.0005,False,6496.54,6503.0,True,3.98,IMPROVING,NORMAL,OK
eebf9f5c9136588547a3a7ac4f03592a,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-29,6499.76,4.7,6491.15,6508.39,11141,STABLE,CLEAN,0.0007,False,6495.06,6504.46,True,3.23,INCREASING,NORMAL,OK
9b92a7b418156398983757d12274fd67,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-30,6499.18,4.43,6491.02,6506.78,10200,STABLE,CLEAN,0.0007,False,6494.75,6503.61,True,4.7,STEADY,NORMAL,OK
c0ed0ba3bddcb6a8851fd6f1508564b3,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-10-31,6499.7,4.22,6491.69,6506.51,12681,STABLE,CLEAN,0.0006,False,6495.48,6503.92,True,4.43,STEADY,NORMAL,OK
c2a178f6e6f3db76ac8a7be45e2c23d8,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-01,6500.09,4.22,6491.93,6507.52,13806,STABLE,CLEAN,0.0006,False,6495.87,6504.31,True,4.22,STEADY,NORMAL,OK
c2c7649f519c0dfde98cf11fb712089f,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-02,6500.31,4.19,6492.59,6507.32,11394,STABLE,CLEAN,0.0006,False,6496.12,6504.5,True,4.22,STEADY,NORMAL,OK
5baee181d3643b189d71f22d13290a4a,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-03,6499.9,4.06,6492.02,6513.02,12180,STABLE,CLEAN,0.0006,True,6495.84,6503.96,True,4.19,STEADY,NORMAL,WARNING
03f5ec208e22bfd9159086b72622d3b9,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-04,6500.46,3.36,6494.33,6506.65,11514,STABLE,CLEAN,0.0005,False,6497.1,6503.82,True,4.06,IMPROVING,NORMAL,OK
337af4f21df62ec3f90a85625e3b911b,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-05,6500.35,4.03,6493.18,6507.94,11522,STABLE,CLEAN,0.0006,False,6496.32,6504.38,True,3.36,INCREASING,NORMAL,OK
9860db7ad628b03a7693c2dca64b827e,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-06,6498.87,3.84,6492.04,6508.93,12187,STABLE,CLEAN,0.0006,True,6495.03,6502.71,True,4.03,STEADY,NORMAL,WARNING
6e3e3a7b9a2120464d256880fd9ee213,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-07,6499.79,4.31,6491.6,6507.96,11480,STABLE,CLEAN,0.0007,False,6495.48,6504.1,True,3.84,INCREASING,NORMAL,OK
83c548074e68ec93f0d6671ca6dc2bbf,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-08,6500.15,4.07,6493.52,6507.42,12960,STABLE,CLEAN,0.0006,False,6496.08,6504.22,True,4.31,STEADY,NORMAL,OK
8d0bb4d3b992ae6bd1cf240f61bafb57,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-09,6499.52,3.86,6493.0,6507.03,11423,STABLE,CLEAN,0.0006,False,6495.66,6503.38,True,4.07,STEADY,NORMAL,OK
e72df3d4f904cd2ea3e94edf311644c9,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-10,6499.39,4.07,6492.03,6505.9,14572,STABLE,CLEAN,0.0006,False,6495.32,6503.46,True,3.86,STEADY,NORMAL,OK
9c35550eb3adab5b146f1c8d1e80ab59,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-11,6499.23,4.01,6491.86,6506.12,8376,STABLE,CLEAN,0.0006,False,6495.22,6503.24,True,4.07,STEADY,NORMAL,OK
0b30b36247e4d800cafc76e7acc1c9cd,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-12,6499.08,3.41,6493.62,6511.31,8323,STABLE,CLEAN,0.0005,True,6495.67,6502.49,True,4.01,IMPROVING,NORMAL,WARNING
b7c7bff9c624d70e7495b63c7c91c197,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-13,6499.83,4.09,6492.64,6507.51,10364,STABLE,CLEAN,0.0006,False,6495.74,6503.92,True,3.41,INCREASING,NORMAL,OK
1ded06cd8c46a4c8291fcc1fdf8a589d,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-14,6500.26,3.99,6493.01,6507.75,15500,STABLE,CLEAN,0.0006,False,6496.27,6504.25,True,4.09,STEADY,NORMAL,OK
2fdb6a47038f52ab50e750be7e2897ab,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-15,6499.52,3.58,6493.28,6505.94,14350,STABLE,CLEAN,0.0006,False,6495.94,6503.1,True,3.99,IMPROVING,NORMAL,OK
7b141ab75a0e72d57f684ba764837590,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-16,6498.89,3.8,6492.05,6506.21,15734,STABLE,CLEAN,0.0006,False,6495.09,6502.69,True,3.58,STEADY,NORMAL,OK
93700a9b5bcf5f3de5e1a71e718ab058,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-17,6499.25,4.28,6491.38,6507.23,8649,STABLE,CLEAN,0.0007,False,6494.97,6503.53,True,3.8,INCREASING,NORMAL,OK
eacbda10658885a3a065b8f2cc4ae76e,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-18,6499.98,3.12,6494.84,6505.64,14706,STABLE,CLEAN,0.0005,False,6496.86,6503.1,True,4.28,IMPROVING,NORMAL,OK
961c74e3a8fb1a97fbf57d67b2f17657,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-19,6500.07,4.38,6492.19,6513.65,13984,STABLE,CLEAN,0.0007,True,6495.69,6504.45,True,3.12,INCREASING,NORMAL,WARNING
968bf8a845a5df85225186f8613f101b,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-20,6499.41,5.13,6489.99,6509.07,14066,NORMAL,CLEAN,0.0008,False,6494.28,6504.54,True,4.38,INCREASING,NORMAL,OK
ed7b5625bb283abce403e93bc129e6a6,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-21,6499.04,4.56,6490.53,6507.8,12821,STABLE,CLEAN,0.0007,False,6494.48,6503.6,True,5.13,IMPROVING,NORMAL,OK
6375e22a4e5bee330dec278fb89dac20,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-22,6499.61,4.04,6491.92,6506.81,13658,STABLE,CLEAN,0.0006,False,6495.57,6503.65,True,4.56,IMPROVING,NORMAL,OK
dd05bba74e3c85146c9818c28f25c6da,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-23,6499.78,4.44,6491.37,6507.12,14395,STABLE,CLEAN,0.0007,False,6495.34,6504.22,True,4.04,STEADY,NORMAL,OK
01b8b53568d8a28960b9b79271e158ca,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-24,6499.98,3.37,6493.76,6505.56,12047,STABLE,CLEAN,0.0005,False,6496.61,6503.35,True,4.44,IMPROVING,NORMAL,OK
a05d28e78b951fb785fb27e919de392b,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-25,6500.14,3.62,6493.66,6507.07,13699,STABLE,CLEAN,0.0006,False,6496.52,6503.76,True,3.37,STEADY,NORMAL,OK
744ccb24e47e8add2e8e98a32a8042ff,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-26,6499.21,3.45,6492.49,6505.31,12737,STABLE,CLEAN,0.0005,False,6495.76,6502.66,True,3.62,STEADY,NORMAL,OK
5e8d94ec25190b9733f530348d789507,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-27,6500.56,3.38,6494.8,6506.59,11676,STABLE,CLEAN,0.0005,False,6497.18,6503.94,True,3.45,STEADY,NORMAL,OK
86013bea626eab2c17c968a9ce8b6c5b,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-28,6500.37,3.14,6494.55,6505.96,14909,STABLE,CLEAN,0.0005,False,6497.23,6503.51,True,3.38,STEADY,NORMAL,OK
886515c8e5aaaef604600cbe5f3bc83d,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-29,6500.58,4.52,6492.58,6509.19,15106,STABLE,CLEAN,0.0007,False,6496.06,6505.1,True,3.14,INCREASING,NORMAL,OK
631656275f5ddd7d0e1c48fc6a73edd7,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-11-30,6500.05,3.91,6493.2,6506.72,9475,STABLE,CLEAN,0.0006,False,6496.14,6503.96,True,4.52,IMPROVING,NORMAL,OK
1f237643d48a30e4294203956f38af31,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-02,84.48,3.2,78.57,91.74,10015,STABLE,CLEAN,0.0379,True,81.28,87.68,True,,NO_HISTORY,NO_HISTORY,WARNING
c9b56ef37921ab7311ef6c897e194d65,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-03,84.0,3.46,77.55,90.04,13877,STABLE,CLEAN,0.0412,False,80.54,87.46,True,3.2,STEADY,NORMAL,OK
731467d69917ef08b5cbddbc668f808a,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-04,85.19,3.65,78.64,91.43,9262,STABLE,CLEAN,0.0428,False,81.54,88.84,True,3.46,STEADY,NORMAL,OK
cde54683e6ace90942b93b70df1ff883,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-05,84.99,3.02,79.48,90.77,11082,STABLE,CLEAN,0.0355,False,81.97,88.01,True,3.65,IMPROVING,NORMAL,OK
3767d3c32488db91b4c9c82cd1ba7f6e,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-06,85.53,3.41,79.82,91.06,8760,STABLE,CLEAN,0.0399,False,82.12,88.94,True,3.02,INCREASING,NORMAL,OK
352e8de83589517c6373dce5711f90e4,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-07,84.51,4.02,77.79,91.08,11759,STABLE,CLEAN,0.0476,False,80.49,88.53,True,3.41,INCREASING,NORMAL,OK
83cda91597587dae480eaa4dab1f4e09,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-08,84.66,3.26,79.37,90.29,8622,STABLE,CLEAN,0.0385,False,81.4,87.92,True,4.02,IMPROVING,NORMAL,OK
08f676068efe5071faf878b7e4da4028,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-09,85.47,3.33,79.06,91.83,9077,STABLE,CLEAN,0.039,False,82.14,88.8,True,3.26,STEADY,NORMAL,OK
d1839ea36431e6c8a0adba3512085211,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-10,83.82,3.08,78.07,89.67,8406,STABLE,CLEAN,0.0367,False,80.74,86.9,True,3.33,STEADY,NORMAL,OK
284e3158a95228c9d3b112d679441cdc,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-11,85.41,3.18,79.95,90.95,8922,STABLE,CLEAN,0.0372,False,82.23,88.59,True,3.08,STEADY,NORMAL,OK
ba1f50db5c2bdbb1d34392d0df743a80,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-12,84.71,3.11,79.2,90.22,15326,STABLE,CLEAN,0.0367,False,81.6,87.82,True,3.18,STEADY,NORMAL,OK
7d71fcf54d8fec8e636f159bae9c9721,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-13,85.17,3.22,79.65,90.47,14449,STABLE,CLEAN,0.0378,False,81.95,88.39,True,3.11,STEADY,NORMAL,OK
47f2b442701c15889bd3e0774d155ba3,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-14,84.47,4.09,77.31,91.6,14388,STABLE,CLEAN,0.0484,False,80.38,88.56,True,3.22,INCREASING,NORMAL,OK
bb6365b66eec083210562ae677d3bd04,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-15,84.05,3.44,78.0,89.95,14929,STABLE,CLEAN,0.0409,False,80.61,87.49,True,4.09,IMPROVING,NORMAL,OK
8b9303dc09650d33ac4036e65712fa36,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-16,84.62,3.28,78.94,90.26,10329,STABLE,CLEAN,0.0388,False,81.34,87.9,True,3.44,STEADY,NORMAL,OK
119d33ae922551d39a37f6518cbf9cb7,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-17,85.52,3.53,79.17,91.44,13270,STABLE,CLEAN,0.0413,False,81.99,89.05,True,3.28,STEADY,NORMAL,OK
ec78de08045f5c341134fea4ad4257d7,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-18,85.35,3.73,79.31,92.18,12209,STABLE,CLEAN,0.0437,False,81.62,89.08,True,3.53,STEADY,NORMAL,OK
e1ec50abe3dfcc76c1892a482c6f540b,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-19,85.2,3.28,79.9,90.45,14614,STABLE,CLEAN,0.0385,False,81.92,88.48,True,3.73,IMPROVING,NORMAL,OK
87328a221e21eec931ea35d09490cfea,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-20,85.63,2.74,80.8,94.67,8666,STABLE,CLEAN,0.032,True,82.89,88.37,True,3.28,IMPROVING,NORMAL,WARNING
7d53ba99ef282513aeb0927d1e2f11fa,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-21,84.99,4.2,77.87,92.54,8212,STABLE,CLEAN,0.0494,False,80.79,89.19,True,2.74,DEGRADING,NORMAL,WARNING
8161c3bd21c9cdf0f40b562142dfa4fd,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-22,85.14,3.8,77.93,92.49,9198,STABLE,CLEAN,0.0446,False,81.34,88.94,True,4.2,STEADY,NORMAL,OK
6157a89dc61d627c8a7749d57b4c179b,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-23,85.03,2.77,80.13,90.25,11972,STABLE,CLEAN,0.0326,False,82.26,87.8,True,3.8,IMPROVING,NORMAL,OK
431d6059110e700a89fe673533c50e73,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-24,85.65,2.53,81.5,90.06,13835,STABLE,CLEAN,0.0295,False,83.12,88.18,True,2.77,STEADY,NORMAL,OK
a7b944c8c25acf3a1ff99c288c30623b,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-25,85.21,3.7,79.26,92.26,12857,STABLE,CLEAN,0.0434,False,81.51,88.91,True,2.53,INCREASING,NORMAL,OK
65e644cdf13698801e1e6a7c7224230c,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-26,84.6,3.3,78.6,94.0,11468,STABLE,CLEAN,0.039,True,81.3,87.9,True,3.7,IMPROVING,NORMAL,WARNING
979d61afecd47373764434ee5d5ea05c,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-27,84.17,3.46,78.22,89.92,13521,STABLE,CLEAN,0.0411,False,80.71,87.63,True,3.3,STEADY,NORMAL,OK
70eac78b55edf3fe5ebd47f8ae74c35c,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-28,85.22,4.15,77.63,91.97,9589,STABLE,CLEAN,0.0487,False,81.07,89.37,True,3.46,INCREASING,NORMAL,OK
17f56a7cd0cdecf9e2b7b91516119982,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-29,84.58,3.65,78.06,90.47,11239,STABLE,CLEAN,0.0432,False,80.93,88.23,True,4.15,IMPROVING,NORMAL,OK
ea7795ba8e69e1024a99835266faed5c,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-09-30,84.62,3.82,78.44,91.94,13285,STABLE,CLEAN,0.0451,False,80.8,88.44,True,3.65,STEADY,NORMAL,OK
d2a840e7c5a012bc14dcda69d3903414,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-01,85.19,4.17,77.73,92.08,8323,STABLE,CLEAN,0.0489,False,81.02,89.36,True,3.82,STEADY,NORMAL,OK
76c2b4bdafa127387f622f2660fd95b2,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-02,84.8,3.82,78.27,92.21,13663,STABLE,CLEAN,0.045,False,80.98,88.62,True,4.17,STEADY,NORMAL,OK
61df446f57af0657b7fd2a7969c5a05d,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-03,84.41,3.97,77.08,91.96,11177,STABLE,CLEAN,0.047,False,80.44,88.38,True,3.82,STEADY,NORMAL,OK
754fc9aae46ed63977d529a98052734b,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-04,84.16,3.49,77.9,90.72,12952,STABLE,CLEAN,0.0415,False,80.67,87.65,True,3.97,IMPROVING,NORMAL,OK
025947ec997e8c33c86a56621f44eb75,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-05,85.77,3.93,78.86,92.72,14737,STABLE,CLEAN,0.0458,False,81.84,89.7,True,3.49,INCREASING,NORMAL,OK
b72f2e8d70e483f48dbb35f2c7482126,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-06,85.66,3.12,80.18,91.5,9559,STABLE,CLEAN,0.0364,False,82.54,88.78,True,3.93,IMPROVING,NORMAL,OK
37ee638f5253d7da20e7a2caa36af03b,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-07,84.72,3.66,77.61,90.84,11132,STABLE,CLEAN,0.0432,False,81.06,88.38,True,3.12,INCREASING,NORMAL,OK
0827932df9baaa05f7520f5d6e1be2a1,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-08,84.26,3.91,77.79,90.59,13314,STABLE,CLEAN,0.0464,False,80.35,88.17,True,3.66,STEADY,NORMAL,OK
4660ecb67c78165476ac53818ae295b3,S-TMP-301,E-301 Outlet Temp,E-301 Heat Exchanger,Separation Train,2025-10-09,85.36,3.59,78.83,91.78,15489,STABLE,CLEAN,0.0421,False,81.77,88.95,True,3.91,STEADY,NORMAL,OK
